transaction_id,customer_id,client_canvas_hash,app_set_id,vpa_handle_hash,delivery_pincode,address_quality_score,payment_method,cart_value_inr,category_volatility,checkout_velocity_seconds,is_discount_applied,customer_order_history_count,ring_id,is_rto,is_fraud_ring
pay_222521962576,USR_973827,e5fb60669d625bb2,ed35662dd5a84e51,0faa32a9292704d7,556422,3.9,UPI,1535.52,Low (Groceries),250.4,0,4,,0,0
pay_836545627157,USR_453504,02f311d4b9c8d7c8,ee99933e5440fd08,255662774c43cffc,316806,4.9,UPI,230.69,Low (Groceries),171.4,0,3,,0,0
pay_982293190753,USR_729605,c9352be837e422f7,c0adde968ceb97f6,,017409,3.0,COD,3692.52,Medium (Electronics),180.5,0,4,,1,0
pay_431769502508,USR_33696,3f2ba463a25b8b3c,2cd710d38fe44200,,355501,5.0,COD,2287.43,High (Apparel),192.0,0,7,,0,0
pay_156359405992,USR_270956,08bcf53b2ce9d403,ebc2dc4293b280f9,,933839,4.1,COD,2937.86,Medium (Electronics),222.8,0,3,,0,0
pay_695800991256,USR_858824,5fd508b461092e3f,264e87cae53defd3,4491e029c7f0bfc8,457443,4.0,UPI,2478.74,Medium (Electronics),224.6,0,3,,0,0
pay_132517750204,USR_764744,fdd254d5d1f00375,8dbd6f290eb9ba8b,6e9d403ed51155df,481873,4.8,UPI,213.3,Medium (Electronics),285.9,0,3,,0,0
pay_632438325654,USR_695289,d5f9b9a93342f799,520a79bd007f7289,,466390,4.0,COD,4144.8,Medium (Electronics),271.0,0,4,,0,0
pay_407675366544,USR_715551,71502a7964a7c32a,5cf68f880f732cd2,,793277,3.5,CARD,2252.57,High (Apparel),19.5,1,35,,0,0
pay_912785743322,USR_276596,794599fe3c842f44,556b8c35941f5a1d,4a5d124e584231c3,543788,4.6,UPI,1077.38,High (Apparel),134.7,1,2,,0,0
pay_846096231778,USR_6418,e3caad9bc97db7eb,8e66424f8064295c,7e8b5b6a6c896bf1,539218,2.6,UPI,2534.07,Medium (Electronics),63.9,0,1,,0,0
pay_83927896573,USR_156303,e90fc63fe3fb6006,874c476fb12f2d2c,65adb464c039a666,766589,2.6,COD,8385.14,High (Apparel),19.8,1,3,RING_029,1,1
pay_928136639684,USR_724567,d7d48904cb46129d,a10e0f9aeb144078,,788990,3.1,CARD,773.54,Low (Groceries),235.5,0,2,,0,0
pay_325382822596,USR_673920,a5aed363bcb9c0b5,a712c5f7884fd447,,758670,3.5,CARD,1076.01,Medium (Electronics),272.8,1,3,,0,0
pay_766861625665,USR_110821,34ddfc96ebd01ea0,d4ad63e8c158e8db,9296f56d1d99f3b2,007865,2.4,UPI,2438.41,High (Apparel),49.2,0,1,RING_CAMO_003,0,1
pay_401505337038,USR_972493,d8cd297baa11d47b,ca58d98bdd4c6add,,418520,3.1,COD,3734.33,High (Apparel),99.9,0,4,,0,0
pay_906690714706,USR_461782,46a88d3a15138494,8972b7dded5609b3,,458624,4.0,CARD,4681.18,High (Apparel),181.4,1,7,,0,0
pay_944610754512,USR_874972,54f0762cd8a4f3ad,089186edd2174428,,746966,4.2,COD,4268.87,Low (Groceries),282.9,1,4,,0,0
pay_99213378195,USR_390604,2319a74974edaeea,7b0198ba1e23e5d0,,008017,2.9,COD,2156.21,Low (Groceries),196.1,0,2,,1,0
pay_267147790110,USR_830569,d48af3286a1257c7,43718c6f25082b3e,fbd01635401314c3,084772,4.4,UPI,2612.03,High (Apparel),33.1,0,0,,0,0
pay_874158762458,USR_372283,ef59546a6272a2a8,83ac1b54cb35cdf9,f6cc3dfdfd457b84,704477,3.7,UPI,2633.18,Medium (Electronics),73.9,0,4,,0,0
pay_491813789394,USR_411941,a377513b56944bb7,6891335cd463d949,e9a57cb7f6303e29,639469,1.3,COD,2884.06,High (Apparel),18.3,1,0,RING_002,1,1
pay_40810075025,USR_847073,fb14d4bac6f32363,e119f6da4b4efe4f,2f3ba471b8a91cde,137971,2.9,UPI,2205.13,Low (Groceries),121.4,1,5,,0,0
pay_425763211442,USR_944288,335aad1ba5fd4e94,4afc73fbe78169c5,d5afdd44fd231886,057979,3.9,UPI,4151.87,High (Apparel),111.5,0,3,,0,0
pay_985861519884,USR_555574,402ad7422163eff1,cdcba6aec83c42cb,,356303,3.5,COD,3003.0,High (Apparel),253.3,0,0,,0,0
pay_133996363185,USR_207739,11a35e3c0877c2df,fc94364d8daacf8a,,209297,4.8,COD,2192.95,High (Apparel),39.8,0,3,,0,0
pay_533741646196,USR_597606,d5da6a4037a57c5f,0f75dbbc79caa6d6,213c8caf7084ff0d,290641,3.4,UPI,3862.43,Medium (Electronics),151.4,1,8,,0,0
pay_559299235871,USR_783132,d69fd036066ec6aa,2d07c1b3c428e968,0d68915e35743373,507146,3.0,UPI,2660.74,High (Apparel),39.0,0,5,,0,0
pay_294471686237,USR_232254,fd6179f695196b00,d3d789fc321cda0d,,303529,2.6,COD,4750.98,Medium (Electronics),194.1,1,4,,0,0
pay_647706416465,USR_210045,f7a1d95bcf367fb1,1efd95649566586a,,048900,2.5,COD,2756.62,Medium (Electronics),230.9,0,4,,0,0
pay_593296899628,USR_397718,99bc19d77860d4cc,cbbfd17e0139d0b5,,877950,4.4,COD,3059.32,Low (Groceries),98.5,1,3,,0,0
pay_428728366349,USR_819977,575c4963099838a2,9795d42918a783d2,215a9eef74123bfc,096016,1.6,COD,8102.31,High (Apparel),11.0,1,0,RING_012,1,1
pay_620433683763,USR_937313,37264599029bd247,32a6ddd27369c73b,c9738819a768c653,303468,4.1,UPI,3210.14,Medium (Electronics),209.4,0,1,,0,0
pay_981911480430,USR_986287,2f6c1735d65e6a08,f619db29138776af,,167209,2.9,CARD,634.6,Low (Groceries),86.7,0,6,,0,0
pay_322032071887,USR_364528,3e6d2bad2f7695ec,4a8121cb456aece1,3b69f69e5e6d235b,893038,3.6,UPI,560.68,Medium (Electronics),188.2,1,5,,0,0
pay_545893898906,USR_980209,4a0efd32ac1a0338,6a1618ac65c0cbf4,b9e76b1e50eefc27,984481,3.7,UPI,3608.22,Low (Groceries),123.2,0,4,,0,0
pay_649308593904,USR_586746,508dde1fb46d4559,9f85db8bf907b66c,565c9caf00bd5784,295014,3.2,UPI,2052.47,Low (Groceries),209.6,0,4,,0,0
pay_79078764130,USR_206882,377860d3464597af,9231ede24dee3f28,5c9b88eb39703d6a,429062,3.5,UPI,2009.44,Medium (Electronics),291.4,0,4,,0,0
pay_885375396725,USR_276244,a807f89e65601abd,d9c7019ad1c89aab,75bdd766d1aa9791,099149,3.0,UPI,1838.04,Low (Groceries),176.5,0,3,,0,0
pay_468147045629,USR_629091,eea3a9055f6de04b,dc8e3bd1adf4dfc1,19b28bffd0e5f1ee,118390,3.4,UPI,2771.84,Low (Groceries),109.4,0,3,,0,0
pay_347249394682,USR_883887,0c013a9b02b20d20,d12c752522114aa6,38a83229b7d31bc2,993184,2.9,UPI,919.75,Low (Groceries),248.2,0,5,,0,0
pay_235607401986,USR_190838,2ccd17c937e4ea28,2de3741370aa8f83,,607964,4.1,COD,1469.19,High (Apparel),195.4,0,4,,1,0
pay_425337209265,USR_553163,386ce41e9ce7301d,57bc6c20b11e6fd0,b006a9f2e3aad864,597639,3.2,UPI,2322.82,High (Apparel),30.3,0,3,RING_CAMO_012,1,1
pay_302700570826,USR_685511,df692a60ad8d47bb,ef1035c07d4044ed,2ad19b5861e5f0e8,397191,3.0,UPI,3086.85,Low (Groceries),123.9,0,7,,0,0
pay_560661416859,USR_950348,656ab91f74e228d6,74abac43bd1595af,b127a7b1a7a1fba5,862748,2.7,UPI,309.92,Medium (Electronics),92.6,0,3,,0,0
pay_531423375746,USR_836012,c2595852c833cb3d,e4bce7938ec8a6db,8870131232554caa,656182,3.6,UPI,1701.08,Medium (Electronics),195.6,1,3,,0,0
pay_872347607119,USR_449633,aee5702ad9b45f96,5b9d0f5b96700bb2,4f1143a4e3551aee,178405,3.6,UPI,2285.03,Medium (Electronics),299.2,0,6,,0,0
pay_393539435594,USR_108518,e8d54c83bc6a2f9f,a219efb4be07b023,c0eb7bcb227a7891,141083,2.1,COD,8902.06,High (Apparel),15.4,1,0,RING_020,1,1
pay_961695314759,USR_682631,3bf0bd612b86cfd7,3bc55bd069be19f0,,593368,4.1,CARD,3344.97,Low (Groceries),114.1,1,3,,0,0
pay_844044233648,USR_502193,3109812b02dcf605,d6ef5402052e84db,,183590,3.5,COD,304.39,Low (Groceries),61.5,0,8,,0,0
pay_132437550326,USR_723900,b223524d987d8489,6d4f3875efe54de1,8cd5df47329536b5,762961,3.2,UPI,2756.97,Medium (Electronics),166.4,1,5,,0,0
pay_131243915566,USR_593909,c3e56d4cd1a1cd79,b999f14c3ac0bb4e,,534997,3.5,COD,1303.57,Low (Groceries),111.4,0,2,,1,0
pay_63925030276,USR_963676,10effdfb7507f7d8,3e413334d19ace8a,,929828,5.0,COD,730.99,Low (Groceries),198.3,0,4,,0,0
pay_93221144308,USR_326076,fd79baa37fe73d69,7146a9d49a160215,a549db930792bb07,633928,5.0,UPI,4446.72,Low (Groceries),135.8,0,0,,0,0
pay_60779401087,USR_880591,bd9daef786a7e363,0edb6e0b223d1e6a,,763158,3.0,COD,3323.24,Medium (Electronics),126.6,1,3,,0,0
pay_727384985209,USR_422576,0e03031d6800051a,191251f78aad6dac,,699799,2.7,COD,1043.89,Medium (Electronics),38.9,0,3,,0,0
pay_174932970096,USR_513693,924afc81d690e141,998ebb6eac7f3a7f,,251002,4.4,CARD,2185.72,High (Apparel),252.2,0,5,,0,0
pay_304847692026,USR_377859,a1c9646b70b62588,b3570540d253c5bf,,305625,4.7,COD,1891.83,Low (Groceries),89.9,0,4,,0,0
pay_102562894950,USR_96042,19fadb0c76260c64,82b4741c00c811e5,,862918,4.3,CARD,592.82,Low (Groceries),92.5,0,6,,0,0
pay_932415918543,USR_795034,d1c361f159f21bf4,3b675574f188def9,,579415,4.6,COD,4537.08,High (Apparel),124.2,0,7,,0,0
pay_401735807653,USR_390992,e6142155dd094f0f,afa7093d10609504,a30b589dab715051,581660,4.2,UPI,4667.63,High (Apparel),30.9,0,3,,0,0
pay_415975972987,USR_919043,0d45837a8123f5db,c7cedc859fa5b9aa,,622719,3.8,COD,3450.81,High (Apparel),167.1,0,3,,0,0
pay_797401304462,USR_342725,74f00e5708392955,8284bca52f1b6a1e,,007979,3.7,CARD,4697.31,High (Apparel),119.6,0,6,,0,0
pay_884957776732,USR_762180,8455b3c624cbdf1f,ce410d37e3f288da,,196284,3.7,COD,621.3,Medium (Electronics),132.9,0,3,,1,0
pay_638902115781,USR_870293,4360eb13b8fd46e3,741673938a4042e1,72321423c8e2ea7c,227084,2.1,COD,7903.26,High (Apparel),13.3,1,0,RING_000,1,1
pay_75250008752,USR_243076,0d572dbfe19243be,2ef3a0272e94720e,,487623,4.6,COD,609.24,High (Apparel),187.4,0,1,,0,0
pay_458342904404,USR_949017,f0b83b56bca63977,5c7b6d4cdbf4e5e0,9ee952c332b36764,709452,2.9,UPI,2428.51,Medium (Electronics),209.3,0,3,,0,0
pay_301127376009,USR_957347,2a268b173ff2b1ea,dc6a22b435d083ed,0146137c5bb2459f,546437,3.8,UPI,841.32,Low (Groceries),60.9,0,5,,0,0
pay_801878092448,USR_685810,e0a52faa9daf79c4,95d0f854ec78c868,8585882e7f504f2a,648878,4.9,UPI,2657.44,Medium (Electronics),264.7,0,7,,0,0
pay_471081621591,USR_36881,80a2d292c8307708,1882461539c27732,a9c3e3ef007ebc1e,784765,2.5,UPI,1338.86,High (Apparel),254.3,0,2,,0,0
pay_892081887524,USR_183457,a5425215eb53fe0b,9c6c545c6d86510b,,425059,4.7,COD,4651.73,Medium (Electronics),224.2,1,5,,0,0
pay_660859867618,USR_431731,449ddbba46e11557,d9c26934412bc673,,685163,3.4,CARD,1429.46,Medium (Electronics),89.4,0,8,,0,0
pay_499126325514,USR_382674,8597dd66f7d58d95,b9b8793ee3dc7eb6,,254290,4.2,COD,2518.13,Low (Groceries),104.0,0,4,,0,0
pay_932118793580,USR_567959,e190a91fad137d0b,04b6662bf144ee82,,307229,4.8,COD,2768.86,Medium (Electronics),78.8,0,4,,0,0
pay_797161665394,USR_378164,99a70b0e62164949,247f77888c4e51fa,785dfd7e78b13ea6,420922,4.4,UPI,3805.83,Low (Groceries),149.1,1,5,,0,0
pay_672571711750,USR_440886,3b58f85baca059fd,4a5e39df278b1c5c,33c97592978b8e03,309262,3.2,UPI,4905.95,Medium (Electronics),126.7,1,4,,0,0
pay_838111028513,USR_440004,514e90343d461771,f7419109728e089a,80a0e67a73406f7a,523402,4.2,UPI,3420.27,Medium (Electronics),54.6,0,5,,0,0
pay_890941184481,USR_751492,c3221551ed5a64d2,d888773352168c53,,715131,3.3,CARD,2119.42,Low (Groceries),150.4,1,2,,0,0
pay_378925411942,USR_424903,2c92302ead734a7a,c1c21d8a2271ac75,71f7ba2b46ba62a4,645629,3.3,UPI,3317.94,Medium (Electronics),192.0,0,2,,0,0
pay_974456211392,USR_956972,1cec40cb381549d2,cd3f878220b5a1bb,,376317,4.8,COD,4736.32,Low (Groceries),86.2,0,5,,0,0
pay_128238045335,USR_266110,72eed1611234b5a5,4ca950b41a3b4d25,,384568,2.7,COD,4925.42,Medium (Electronics),276.9,0,1,,0,0
pay_497609019939,USR_219129,ecc4ebdeaba957dc,4a06bfc5efc89e27,48ed74eed57605c7,163295,3.9,UPI,1702.6,Low (Groceries),96.1,0,2,,0,0
pay_587795747061,USR_331525,f7db1b11db7d4e0e,6fd86d4cc461147a,,141274,3.9,CARD,3678.29,Medium (Electronics),126.8,0,5,,0,0
pay_569053396398,USR_76830,737b835c70246c52,cd4fd6d435be8292,,684713,3.1,COD,4159.12,High (Apparel),84.5,0,2,,0,0
pay_453609463826,USR_904136,cc94d40a056e4cf6,e64cf42daaf0c1c5,,570773,3.3,COD,2503.6,Low (Groceries),196.9,0,2,,0,0
pay_19969985565,USR_646195,4c657cfe5c020a8c,5fee8b5b60b33d62,,789046,4.9,CARD,4036.34,High (Apparel),264.2,1,5,,0,0
pay_668158922583,USR_601822,bd4a2b5b51f5f54a,4b512c207bf2e194,,434743,2.7,COD,942.84,High (Apparel),95.6,0,5,,1,0
pay_296992052680,USR_928988,7f6631c24f260c76,8870c598a9230a30,,118082,3.2,CARD,4128.82,High (Apparel),294.7,0,6,,0,0
pay_965163233751,USR_645202,b6ea083b08064dd6,8400c24550ba6a0e,,488252,3.8,COD,2591.38,Low (Groceries),137.3,0,3,,0,0
pay_742088561230,USR_712965,96dcbc9c7c2f67fa,382e9babe803b586,e9c763ce3f4a247b,514961,5.0,UPI,4773.25,Low (Groceries),128.4,1,5,,0,0
pay_795654432220,USR_154049,4328bfa234ae92c4,b320c311914a9a20,c419d07838006bcf,552683,5.0,UPI,2650.37,Medium (Electronics),23.0,1,42,,0,0
pay_211629865036,USR_973623,879006f90f88cc80,9d97ad65e728b300,,614438,4.6,CARD,1802.96,Low (Groceries),81.3,0,4,,0,0
pay_170305405457,USR_407579,72cdf81c9bc1ebdc,3023881c22daacb3,,636805,4.2,COD,2217.79,High (Apparel),31.5,0,4,,1,0
pay_630681258896,USR_778842,e1dbd9fe540cc2fc,de81e7dd98afdfbc,,942018,4.3,CARD,4806.63,High (Apparel),162.7,1,3,,0,0
pay_672866704212,USR_422871,3b1f3339cecafa9e,90ccc0a01db150b3,b0ccbf8e37b5affd,526806,3.0,UPI,3158.51,High (Apparel),251.2,0,5,,0,0
pay_399443881492,USR_243363,5133c52e3ae1163c,d50e0d2093de6581,,025787,3.4,COD,587.38,Medium (Electronics),118.8,1,5,,0,0
pay_66464382784,USR_93206,d5dbc8cdd29ac711,a613b9c6ce6ec33f,,046522,4.7,COD,2237.37,High (Apparel),111.8,1,3,,0,0
pay_82880568057,USR_783660,55125b68a16937ff,2130723190ad3d32,,860748,4.9,COD,731.74,Low (Groceries),203.7,1,6,,0,0
pay_911071534948,USR_558837,4443ff4baa46f0de,64417c0354325007,,384751,4.0,CARD,1081.49,High (Apparel),250.4,1,3,,0,0
pay_300990390576,USR_991176,c0a028d8be53a5b2,0b3c4e53a9a214c0,845a310eb7601ba7,905528,4.5,UPI,4514.29,High (Apparel),280.3,1,4,,0,0
pay_165963615822,USR_124749,fb80e48c7ba1621d,631786761980c984,,350696,4.0,CARD,1068.95,Low (Groceries),67.2,0,6,,0,0
pay_859187190005,USR_867398,ab7397b20578914e,29394fb6873711be,b1e9ade136262f8d,714227,4.8,UPI,336.99,Low (Groceries),146.8,0,2,,0,0
pay_122267067054,USR_903527,f3d4a5effacfff31,47f234b3695fe460,4518044b31055ae7,920091,4.8,UPI,2227.1,Medium (Electronics),145.5,0,6,,0,0
pay_100851945765,USR_289775,da3933472c690b92,654ba2c0f32de1fb,,862378,4.4,COD,1054.44,Low (Groceries),181.5,1,5,,0,0
pay_183911087841,USR_131788,a377513b56944bb7,6891335cd463d949,e9a57cb7f6303e29,378435,2.6,COD,3188.74,High (Apparel),13.5,1,1,RING_002,1,1
pay_926737727273,USR_416499,fe73ede3e829710d,62edfd6703191ac5,,343378,2.8,CARD,1403.4,High (Apparel),50.0,0,6,,0,0
pay_679771900295,USR_310268,084001a0a0b9c0ff,d5878b82a8423f94,e5fb4214614fac8a,951858,3.8,UPI,4071.67,High (Apparel),147.2,0,2,,0,0
pay_993672288697,USR_932361,360aac5d8d80fd1a,3a94a2ebad855933,daeb35f449dfaa0d,106758,4.0,UPI,4726.6,High (Apparel),77.5,1,6,,0,0
pay_173755374222,USR_38290,c2532777524f25f0,6ef247c2e2b9c22a,,081332,2.7,CARD,1344.51,Low (Groceries),209.5,0,1,,0,0
pay_257460344863,USR_775626,a6737cf100a5caf0,deec98dcef0406d9,ab82fa49011c7c04,914650,3.5,UPI,4110.11,Low (Groceries),219.1,0,0,,0,0
pay_331132187916,USR_405189,72a31153245630cb,b309ec62109e02d1,,043737,3.9,COD,2073.87,Medium (Electronics),188.0,0,5,,0,0
pay_634615373555,USR_297457,ff056026d2bc6220,4afb927af7a54f88,33f9265ca72a62a4,819516,4.2,UPI,735.46,High (Apparel),103.6,1,2,,0,0
pay_575972727430,USR_529397,82b76c4633ea34f5,08f6fb0c66aca1b9,,059558,3.3,COD,1779.92,Low (Groceries),170.0,0,9,,0,0
pay_147488170718,USR_370834,660acdfefbf954af,702b05b024982437,c4e3c097fbd36871,717332,4.8,UPI,3111.86,Medium (Electronics),215.6,0,2,,0,0
pay_777738512213,USR_333188,d9e4c960be42124a,a7d81aa561cd6832,9cbc0e52499768d3,497992,4.8,UPI,946.05,High (Apparel),57.8,0,2,,0,0
pay_384312829345,USR_587713,197d17f84fc37133,f180b7136bdedc22,,652404,3.3,CARD,4835.95,Medium (Electronics),166.7,0,2,,0,0
pay_270894761470,USR_850951,004e127571e98da1,2663b20124f53632,,118997,3.4,CARD,2085.96,Medium (Electronics),68.1,0,6,,0,0
pay_113208150904,USR_730404,542324253d38b99b,ed784067a146b46c,,664896,3.2,CARD,4936.79,Medium (Electronics),22.5,1,39,,0,0
pay_810760514323,USR_264616,8a8526e7490eb006,2f16d81e11544c2b,,682043,3.9,CARD,1812.41,High (Apparel),269.9,0,5,,1,0
pay_665454696147,USR_179620,6ad8e0aed932da94,74048ef85b7009de,,979135,3.8,COD,3838.26,Low (Groceries),213.7,0,3,,0,0
pay_909551958891,USR_525417,e1ba821546e92d9e,54a4d63a1f22d801,,868999,4.2,CARD,4360.99,Medium (Electronics),178.2,1,3,,0,0
pay_189951968750,USR_314662,5b9fadf0fa1b30b3,4d25eba5ec7cdd6b,,483966,3.5,COD,1057.38,Medium (Electronics),153.8,0,5,,0,0
pay_723534096471,USR_905307,02452a07c7d59ae7,070b608bd70d53b1,,905696,3.1,COD,3239.26,High (Apparel),224.2,1,3,,0,0
pay_466598257747,USR_526163,01a47f2c5f7a42bd,541827b8816b5033,,445237,4.3,COD,4340.22,Low (Groceries),126.8,0,7,,0,0
pay_394763968269,USR_321153,ccd7fd670b7c1fe3,4e1580d7712f6d64,,996673,2.7,COD,3581.23,Medium (Electronics),76.4,0,3,,1,0
pay_541078461071,USR_731179,f9cb6a93fae82506,224ca58b435e5e41,,909174,4.0,CARD,2226.97,High (Apparel),109.2,0,4,,0,0
pay_533358403062,USR_6833,e4280d5bbe8596d0,86744865e5e48130,,641758,4.8,COD,4476.11,High (Apparel),190.4,0,4,,0,0
pay_965841115624,USR_715711,256efc27c7c8b050,2e12bbc58aa71241,894b850d3ddbe9d7,629613,4.7,UPI,3323.85,Low (Groceries),151.2,1,4,,0,0
pay_650338961555,USR_18441,c874228fa1a7732b,8a7f0b88898fdc9b,,624410,4.5,COD,4525.21,High (Apparel),216.8,1,6,,0,0
pay_60851938437,USR_558787,1230a4dda8ed494a,cee593f3da6a2268,,159517,2.3,COD,1377.32,Medium (Electronics),38.8,1,0,RING_CAMO_009,0,1
pay_128699382455,USR_832196,96b64d5b6b92204e,28c8973f211a0da4,49917769994f1910,364248,5.0,UPI,4139.01,Medium (Electronics),99.8,0,0,,0,0
pay_815121219916,USR_369198,9bf630591ae199f1,814e6d5141e2a94a,5b6b9e13a176d0dc,950310,2.2,COD,9506.85,High (Apparel),14.7,1,0,RING_009,1,1
pay_989454538256,USR_842017,8c824c2092822e03,ec32f7acbeebc88e,,669197,2.6,COD,1228.94,Low (Groceries),42.6,0,6,,1,0
pay_293459618288,USR_952899,b5b5ffeb6ac08a75,56652571fa075c0f,,647640,4.7,COD,4680.08,High (Apparel),284.3,0,4,,0,0
pay_253808056208,USR_752311,b8b43df7d7a078ce,f7504ba5af0a3e6a,0697cc9f30a766f8,282625,3.9,UPI,4185.56,Medium (Electronics),240.6,1,4,,0,0
pay_300643921585,USR_652700,2fdaa16b7ef31bcc,862dca2ffbfc2f35,,660657,3.9,COD,1045.56,Low (Groceries),208.7,0,5,,0,0
pay_704998799834,USR_743464,a921b79255c342cd,3fb1127adfa4ce82,,978487,4.1,CARD,1601.47,Low (Groceries),206.1,0,1,,0,0
pay_907737214696,USR_698806,3b24e3f667975c48,460e4ce4fc25289d,,927661,2.9,CARD,4837.6,Low (Groceries),82.9,0,6,,0,0
pay_118424520731,USR_293187,9846d2a2e221456f,00f44dda6a899ef6,,930090,5.0,COD,2597.01,Low (Groceries),35.3,1,3,,0,0
pay_178637772984,USR_141268,821e5c1dbc44c070,2efb821ab4bb8883,2ec74fdbc658c6dd,413797,3.3,UPI,3188.91,Low (Groceries),121.8,1,6,,0,0
pay_719743497999,USR_744884,055e09ca09617e33,b764725600a38a01,8583fafc164cebf7,616801,4.4,UPI,4999.52,Low (Groceries),134.3,1,1,,0,0
pay_324283642331,USR_356480,7dfd230a229c0cf4,272ac1b5a5cd190d,7afe3c26d078c70e,357790,4.0,UPI,4201.49,Low (Groceries),130.8,1,6,,0,0
pay_13425114443,USR_174611,d6f29a6a53092975,df2991fcd93a804b,43aca353d0804f8c,435932,3.8,UPI,369.1,High (Apparel),277.0,1,3,,0,0
pay_978765219348,USR_715359,943954ac4ab36a86,069077824aef4297,19690e003e505683,845192,2.5,UPI,790.45,Medium (Electronics),96.5,1,5,,0,0
pay_190930267877,USR_639770,aa8390a81349fbcb,f156a259a9e5ea47,6b7068d600ad3fd3,060154,2.8,UPI,2985.77,Medium (Electronics),55.5,1,6,,0,0
pay_564507178904,USR_228399,bf7c2bdf2f43d79f,9bd61b7bd8b99c64,,953810,2.6,COD,1682.8,High (Apparel),125.8,1,8,,0,0
pay_486555996002,USR_385904,45f633b5b5d82a93,66a65ec60a32f3c7,6910cd21e85a0936,126227,3.4,UPI,679.99,High (Apparel),23.8,1,0,RING_CAMO_005,0,1
pay_94952560753,USR_577521,19420feb8a96c1bf,05e5a67cf9e67393,ee74d459b698e43d,774763,4.4,UPI,881.74,Medium (Electronics),81.7,0,3,,0,0
pay_808210556729,USR_295035,3b24a76d3b9c690b,1c9da1b98c6ee761,,387097,4.8,COD,4123.05,High (Apparel),257.5,0,5,,0,0
pay_167708077507,USR_172195,3a5a4689ebb1f184,36c33b42689c456f,,474412,2.8,COD,1864.46,Medium (Electronics),292.5,0,4,,0,0
pay_340776258834,USR_47774,5ce5760eb2c0d616,434222329795e09f,,178925,3.8,COD,2177.84,Medium (Electronics),227.4,1,3,,0,0
pay_460320023148,USR_523866,cc9d7093d5b35e5a,8cd52d6f887603d6,,744890,2.5,COD,1225.75,Low (Groceries),261.6,0,1,,0,0
pay_850474201609,USR_772591,850d9c95b3e64f1d,6c903aa186ff107a,6867f2705950875d,783239,3.1,UPI,3420.9,Medium (Electronics),68.4,1,4,,0,0
pay_737259565198,USR_991219,9bd3c29a64a0c9e9,f11b65ca7171d471,,098378,2.9,COD,4956.34,Medium (Electronics),262.9,1,4,,0,0
pay_454783752986,USR_462094,d3795a3ec37e86f7,ac256d2745f1c1b2,,588916,4.0,COD,1253.86,Low (Groceries),180.4,1,6,,0,0
pay_732737412259,USR_667774,729273b43aa09226,3aebaed8778a0df8,64bd50f3f3e0331d,735263,3.0,UPI,1395.6,High (Apparel),59.2,0,4,,0,0
pay_722964987719,USR_30959,9b95834cfb3b472b,d94c425587691686,,401733,3.2,COD,4035.41,High (Apparel),205.7,1,4,,1,0
pay_702701470442,USR_46946,82c1aa28e863a2f9,247ab4ab3fcefd2b,,151871,3.5,COD,2752.9,High (Apparel),206.1,0,4,,0,0
pay_470334833919,USR_468962,54279cd164e95c85,c469aebf1295dff2,,576036,3.5,COD,4504.82,High (Apparel),252.6,0,4,,0,0
pay_981444928168,USR_134191,de1bfa8e1769c5f6,b82b2e63f87ff53a,,788135,4.8,COD,4987.07,High (Apparel),271.0,0,3,,0,0
pay_495687317679,USR_996772,75ac1039e2ec7e93,67353ffcbf7476d6,,195693,4.2,COD,970.1,Medium (Electronics),113.2,0,8,,0,0
pay_254862578114,USR_975271,5eb798d44bca81a4,ebe25d576ab1c6f0,,795541,4.9,COD,220.55,Low (Groceries),80.5,0,2,,0,0
pay_380108401178,USR_519451,f9bfa94d1175ebb0,5841767ebaafd1df,,927030,3.0,CARD,2790.06,High (Apparel),22.1,1,39,,0,0
pay_64427400047,USR_861399,c9a13ed464a687c1,4cf52317a47c0855,,748144,4.1,CARD,1276.93,High (Apparel),59.6,1,7,,0,0
pay_867902200134,USR_234762,053d77bac7a1778d,3086478826dcb99f,b272a55d56ce7396,222544,4.5,UPI,3372.51,Low (Groceries),245.1,1,6,,0,0
pay_791032481246,USR_171273,505b155e06246af8,5b33592d34e747d4,,940144,4.1,COD,4760.22,High (Apparel),142.1,0,6,,0,0
pay_843553629287,USR_618697,99e8bae6fcf84c4b,32548f6f33f462b7,,256394,3.9,COD,1313.87,Medium (Electronics),83.9,0,7,,0,0
pay_46123724299,USR_834894,04f743fb39a7a615,1027d0c480227aa8,,606822,2.7,COD,2027.47,Low (Groceries),237.7,1,2,,0,0
pay_207931838868,USR_894940,9c0bf7cb309982ef,34598465d9dfee75,,497350,4.3,COD,4277.34,Medium (Electronics),122.2,0,3,,0,0
pay_378384327578,USR_298624,abf573e97f214936,0fb7ce73ed5404b7,,449134,3.6,COD,528.81,High (Apparel),237.1,0,4,,0,0
pay_128461789244,USR_428438,4360eb13b8fd46e3,741673938a4042e1,21cd6f92a57eee8f,502174,2.8,COD,8420.69,High (Apparel),17.9,1,3,RING_000,1,1
pay_159562633092,USR_766102,2d783aec5aa893c5,5311c5f7674f053d,0dfb97dc4f882fb3,832091,3.5,UPI,3159.01,Low (Groceries),217.9,0,6,,0,0
pay_702792839604,USR_887178,da32ac866a690b44,d40abe9f1745047a,,930633,3.3,COD,4571.98,High (Apparel),199.9,0,2,,0,0
pay_207616150738,USR_850139,4b82e76c5d09fcbe,b9d64a4c347b9b50,71896b50873b45e8,409324,4.0,UPI,4263.81,High (Apparel),252.5,0,4,,0,0
